City,Business Name,Stars,TrueTimestamp,Date
agadir,Other,1,2021-03-14 21:22:17.361487,2021-03-14
agadir,Other,1,2025-03-13 21:22:17.361487,2025-03-13
agadir,Other,1,2025-03-13 21:22:17.361487,2025-03-13
agadir,Other,1,2025-03-13 21:22:17.361487,2025-03-13
agadir,Other,5,2023-03-14 21:22:17.361487,2023-03-14
agadir,Other,5,2022-03-14 21:22:17.361487,2022-03-14
agadir,Other,1,2023-03-14 21:22:17.361487,2023-03-14
agadir,Other,1,2023-03-14 21:22:17.361487,2023-03-14
agadir,Banque Populaire,1,2024-04-17 21:22:17.361487,2024-04-17
agadir,Banque Populaire,1,2024-06-16 21:22:17.361487,2024-06-16
agadir,Banque Populaire,5,2024-10-14 21:22:17.361487,2024-10-14
agadir,Al Barid Bank,1,2025-03-13 21:22:17.361487,2025-03-13
agadir,Al Barid Bank,1,2023-03-14 21:22:17.361487,2023-03-14
agadir,Al Barid Bank,1,2019-03-15 21:22:17.362486,2019-03-15
agadir,Al Barid Bank,5,2022-03-14 21:22:17.362486,2022-03-14
agadir,Al Barid Bank,5,2024-06-16 21:22:17.362486,2024-06-16
agadir,Al Barid Bank,1,2022-03-14 21:22:17.362486,2022-03-14
agadir,Al Barid Bank,1,2023-03-14 21:22:17.362486,2023-03-14
agadir,Al Barid Bank,3,2019-03-15 21:22:17.362486,2019-03-15
agadir,Al Barid Bank,1,2022-03-14 21:22:17.362486,2022-03-14
agadir,Al Barid Bank,2,2021-03-14 21:22:17.362486,2021-03-14
agadir,Al Barid Bank,1,2022-03-14 21:22:17.362486,2022-03-14
agadir,Al Barid Bank,1,2023-03-14 21:22:17.362486,2023-03-14
agadir,Al Barid Bank,1,2022-03-14 21:22:17.362486,2022-03-14
agadir,Société Générale,1,2023-03-14 21:22:17.362486,2023-03-14
agadir,Société Générale,1,2025-03-13 21:22:17.362486,2025-03-13
agadir,Société Générale,1,2025-01-12 21:22:17.362486,2025-01-12
agadir,Société Générale,1,2025-03-13 21:22:17.362486,2025-03-13
agadir,Société Générale,1,2025-03-13 21:22:17.362486,2025-03-13
agadir,Société Générale,1,2021-03-14 21:22:17.362486,2021-03-14
agadir,Société Générale,1,2023-03-14 21:22:17.362486,2023-03-14
agadir,Société Générale,1,2023-03-14 21:22:17.362486,2023-03-14
agadir,Société Générale,3,2017-03-15 21:22:17.362486,2017-03-15
agadir,Société Générale,4,2020-03-14 21:22:17.362486,2020-03-14
agadir,Société Générale,4,2017-03-15 21:22:17.362486,2017-03-15
agadir,Société Générale,3,2018-03-15 21:22:17.362486,2018-03-15
agadir,Crédit Agricole,1,2023-03-14 21:22:17.362486,2023-03-14
agadir,Crédit Agricole,1,2024-05-17 21:22:17.362486,2024-05-17
agadir,Crédit Agricole,1,2023-03-14 21:22:17.362486,2023-03-14
agadir,Crédit Agricole,3,2018-03-15 21:22:17.362486,2018-03-15
agadir,Crédit Agricole,3,2021-03-14 21:22:17.362486,2021-03-14
agadir,Bank of Africa,3,2019-03-15 21:22:17.362486,2019-03-15
agadir,Bank of Africa,5,2023-03-14 21:22:17.362486,2023-03-14
agadir,Bank of Africa,1,2024-08-15 21:22:17.362486,2024-08-15
agadir,Bank of Africa,1,2025-03-13 21:22:17.362486,2025-03-13
agadir,Bank of Africa,1,2025-03-13 21:22:17.362486,2025-03-13
agadir,Bank of Africa,1,2025-03-13 21:22:17.362486,2025-03-13
agadir,Bank of Africa,1,2024-06-16 21:22:17.362486,2024-06-16
agadir,Bank of Africa,1,2021-03-14 21:22:17.362486,2021-03-14
agadir,Bank of Africa,3,2025-03-13 21:22:17.362486,2025-03-13
agadir,Bank of Africa,1,2023-03-14 21:22:17.362486,2023-03-14
agadir,Bank of Africa,1,2019-03-15 21:22:17.362486,2019-03-15
agadir,Bank of Africa,1,2019-03-15 21:22:17.362486,2019-03-15
agadir,Bank of Africa,1,2025-03-13 21:22:17.362486,2025-03-13
agadir,Bank of Africa,1,2025-03-13 21:22:17.362486,2025-03-13
agadir,Other,1,2024-10-14 21:22:17.362486,2024-10-14
agadir,Other,1,2025-03-13 21:22:17.362486,2025-03-13
agadir,Other,1,2025-03-13 21:22:17.362486,2025-03-13
agadir,Other,2,2025-03-13 21:22:17.362486,2025-03-13
agadir,Other,1,2025-03-13 21:22:17.362486,2025-03-13
agadir,Other,1,2025-03-13 21:22:17.362486,2025-03-13
agadir,Other,1,2022-03-14 21:22:17.362486,2022-03-14
agadir,Other,1,2023-03-14 21:22:17.362486,2023-03-14
agadir,Other,1,2023-03-14 21:22:17.362486,2023-03-14
agadir,Other,1,2022-03-14 21:22:17.362486,2022-03-14
agadir,Other,1,2022-03-14 21:22:17.362486,2022-03-14
agadir,Other,1,2023-03-14 21:22:17.362486,2023-03-14
agadir,Other,1,2023-03-14 21:22:17.362486,2023-03-14
agadir,Other,1,2024-06-16 21:22:17.362486,2024-06-16
agadir,Other,1,2022-03-14 21:22:17.362486,2022-03-14
agadir,Other,3,2025-03-13 21:22:17.362486,2025-03-13
agadir,Other,4,2025-03-13 21:22:17.362486,2025-03-13
agadir,Other,1,2023-03-14 21:22:17.362486,2023-03-14
agadir,Other,5,2020-03-14 21:22:17.362486,2020-03-14
agadir,Other,1,2024-05-17 21:22:17.362486,2024-05-17
agadir,Other,1,2024-10-14 21:22:17.362486,2024-10-14
agadir,Other,1,2023-03-14 21:22:17.362486,2023-03-14
agadir,Other,1,2025-03-13 21:22:17.362486,2025-03-13
agadir,Other,3,2025-03-13 21:22:17.362486,2025-03-13
agadir,Other,1,2024-10-14 21:22:17.362486,2024-10-14
agadir,Other,1,2025-03-13 21:22:17.362486,2025-03-13
agadir,Other,2,2022-03-14 21:22:17.362486,2022-03-14
agadir,Other,2,2023-03-14 21:22:17.362486,2023-03-14
agadir,Other,1,2023-03-14 21:22:17.362486,2023-03-14
agadir,Other,5,2022-03-14 21:22:17.362486,2022-03-14
agadir,Other,2,2024-06-16 21:22:17.362486,2024-06-16
agadir,Other,1,2023-03-14 21:22:17.362486,2023-03-14
agadir,Other,5,2025-03-13 21:22:17.362486,2025-03-13
agadir,Other,1,2025-03-13 21:22:17.362486,2025-03-13
agadir,Other,4,2023-03-14 21:22:17.362486,2023-03-14
agadir,Other,1,2025-03-13 21:22:17.362486,2025-03-13
agadir,Other,1,2022-03-14 21:22:17.362486,2022-03-14
agadir,Other,5,2023-03-14 21:22:17.362486,2023-03-14
agadir,Other,1,2025-03-13 21:22:17.362486,2025-03-13
agadir,Other,5,2019-03-15 21:22:17.362486,2019-03-15
agadir,Other,5,2018-03-15 21:22:17.362486,2018-03-15
agadir,Other,5,2017-03-15 21:22:17.363485,2017-03-15
agadir,Other,1,2020-03-14 21:22:17.363485,2020-03-14
agadir,Other,5,2020-03-14 21:22:17.363485,2020-03-14
agadir,Banque Populaire,5,2025-01-12 21:22:17.363485,2025-01-12
agadir,Banque Populaire,5,2024-10-14 21:22:17.363485,2024-10-14
agadir,Other,5,2019-03-15 21:22:17.363485,2019-03-15
agadir,Other,5,2020-03-14 21:22:17.363485,2020-03-14
agadir,Other,3,2023-03-14 21:22:17.363485,2023-03-14
agadir,Société Générale,5,2017-03-15 21:22:17.363485,2017-03-15
agadir,Société Générale,5,2023-03-14 21:22:17.363485,2023-03-14
agadir,Bank Al-Maghrib,5,2021-03-14 21:22:17.363485,2021-03-14
agadir,Bank Al-Maghrib,4,2017-03-15 21:22:17.363485,2017-03-15
agadir,Bank Al-Maghrib,5,2025-03-13 21:22:17.363485,2025-03-13
agadir,Bank Al-Maghrib,5,2025-03-13 21:22:17.363485,2025-03-13
agadir,Bank Al-Maghrib,1,2024-08-15 21:22:17.363485,2024-08-15
agadir,Bank Al-Maghrib,5,2025-02-20 21:22:17.363485,2025-02-20
agadir,Bank Al-Maghrib,5,2024-11-13 21:22:17.363485,2024-11-13
agadir,Bank Al-Maghrib,3,2017-03-15 21:22:17.363485,2017-03-15
agadir,Bank Al-Maghrib,5,2018-03-15 21:22:17.363485,2018-03-15
agadir,Société Générale,5,2023-03-14 21:22:17.363485,2023-03-14
agadir,Société Générale,1,2023-03-14 21:22:17.363485,2023-03-14
agadir,Société Générale,5,2023-03-14 21:22:17.363485,2023-03-14
agadir,Bank of Africa,4,2022-03-14 21:22:17.363485,2022-03-14
agadir,Bank Al Yousr,4,2025-03-13 21:22:17.363485,2025-03-13
agadir,Bank Al Yousr,1,2025-03-13 21:22:17.363485,2025-03-13
agadir,Bank Al Yousr,5,2025-03-13 21:22:17.363485,2025-03-13
agadir,Bank Al Yousr,5,2023-03-14 21:22:17.363485,2023-03-14
agadir,Bank Al Yousr,5,2025-03-13 21:22:17.363485,2025-03-13
agadir,Bank Al Yousr,5,2023-03-14 21:22:17.363485,2023-03-14
agadir,Bank Al Yousr,5,2025-03-13 21:22:17.363485,2025-03-13
agadir,Bank Al Yousr,5,2025-03-13 21:22:17.363485,2025-03-13
agadir,Banque Populaire,1,2025-03-13 21:22:17.363485,2025-03-13
agadir,Banque Populaire,1,2025-03-13 21:22:17.363485,2025-03-13
agadir,Banque Populaire,1,2023-03-14 21:22:17.363485,2023-03-14
agadir,Banque Populaire,4,2016-03-15 21:22:17.363485,2016-03-15
agadir,Société Générale,5,2023-03-14 21:22:17.363485,2023-03-14
agadir,Bank of Africa,5,2025-03-13 21:22:17.363485,2025-03-13
agadir,Bank of Africa,3,2019-03-15 21:22:17.363485,2019-03-15
agadir,Bank of Africa,5,2025-01-12 21:22:17.363485,2025-01-12
agadir,Bank of Africa,1,2025-02-20 21:22:17.363485,2025-02-20
agadir,Bank of Africa,1,2024-09-14 21:22:17.363485,2024-09-14
agadir,Bank of Africa,1,2023-03-14 21:22:17.363485,2023-03-14
agadir,Bank of Africa,1,2025-03-13 21:22:17.363485,2025-03-13
agadir,Bank of Africa,1,2025-03-13 21:22:17.363485,2025-03-13
agadir,Bank of Africa,5,2023-03-14 21:22:17.363485,2023-03-14
agadir,Bank of Africa,1,2022-03-14 21:22:17.363485,2022-03-14
agadir,Bank of Africa,1,2021-03-14 21:22:17.363485,2021-03-14
agadir,Bank of Africa,1,2025-03-13 21:22:17.363485,2025-03-13
agadir,Bank of Africa,1,2025-03-13 21:22:17.363485,2025-03-13
agadir,Bank of Africa,3,2019-03-15 21:22:17.363485,2019-03-15
agadir,Bank of Africa,5,2019-03-15 21:22:17.363485,2019-03-15
agadir,Bank of Africa,1,2023-03-14 21:22:17.363485,2023-03-14
agadir,Attijariwafa Bank,1,2024-09-14 21:22:17.363485,2024-09-14
agadir,Attijariwafa Bank,1,2024-05-17 21:22:17.363485,2024-05-17
agadir,Attijariwafa Bank,1,2024-07-16 21:22:17.363485,2024-07-16
agadir,Attijariwafa Bank,1,2025-03-13 21:22:17.364484,2025-03-13
agadir,Attijariwafa Bank,1,2022-03-14 21:22:17.364484,2022-03-14
agadir,Attijariwafa Bank,1,2025-03-13 21:22:17.364484,2025-03-13
agadir,Attijariwafa Bank,1,2022-03-14 21:22:17.364484,2022-03-14
agadir,Attijariwafa Bank,1,2023-03-14 21:22:17.364484,2023-03-14
agadir,Attijariwafa Bank,5,2018-03-15 21:22:17.364484,2018-03-15
agadir,Attijariwafa Bank,1,2024-08-15 21:22:17.364484,2024-08-15
agadir,Attijariwafa Bank,5,2024-05-17 21:22:17.364484,2024-05-17
agadir,Attijariwafa Bank,1,2020-03-14 21:22:17.364484,2020-03-14
agadir,Attijariwafa Bank,1,2025-03-13 21:22:17.364484,2025-03-13
agadir,Attijariwafa Bank,5,2024-09-14 21:22:17.364484,2024-09-14
agadir,Attijariwafa Bank,5,2025-03-13 21:22:17.364484,2025-03-13
agadir,Attijariwafa Bank,1,2024-11-13 21:22:17.364484,2024-11-13
agadir,Attijariwafa Bank,5,2025-03-13 21:22:17.364484,2025-03-13
agadir,Attijariwafa Bank,1,2024-04-17 21:22:17.364484,2024-04-17
agadir,Attijariwafa Bank,1,2022-03-14 21:22:17.364484,2022-03-14
agadir,Other,1,2024-10-14 21:22:17.364484,2024-10-14
agadir,Other,1,2025-03-13 21:22:17.364484,2025-03-13
agadir,Other,5,2022-03-14 21:22:17.364484,2022-03-14
agadir,Other,4,2020-03-14 21:22:17.364484,2020-03-14
agadir,Other,1,2025-03-13 21:22:17.364484,2025-03-13
agadir,Other,2,2024-06-16 21:22:17.364484,2024-06-16
agadir,Other,5,2024-05-17 21:22:17.364484,2024-05-17
agadir,Other,1,2025-01-12 21:22:17.364484,2025-01-12
agadir,Other,5,2025-03-13 21:22:17.364484,2025-03-13
agadir,Other,5,2022-03-14 21:22:17.364484,2022-03-14
agadir,Other,5,2022-03-14 21:22:17.364484,2022-03-14
agadir,Banque Populaire,1,2023-03-14 21:22:17.364484,2023-03-14
agadir,Banque Populaire,1,2023-03-14 21:22:17.364484,2023-03-14
agadir,Attijariwafa Bank,1,2025-03-13 21:22:17.364484,2025-03-13
agadir,Attijariwafa Bank,1,2022-03-14 21:22:17.364484,2022-03-14
agadir,Attijariwafa Bank,1,2022-03-14 21:22:17.364484,2022-03-14
agadir,Attijariwafa Bank,1,2022-03-14 21:22:17.364484,2022-03-14
agadir,Attijariwafa Bank,1,2023-03-14 21:22:17.364484,2023-03-14
agadir,Attijariwafa Bank,2,2022-03-14 21:22:17.364484,2022-03-14
agadir,Attijariwafa Bank,1,2022-03-14 21:22:17.364484,2022-03-14
agadir,Attijariwafa Bank,1,2025-03-13 21:22:17.364484,2025-03-13
agadir,Attijariwafa Bank,1,2022-03-14 21:22:17.364484,2022-03-14
agadir,Attijariwafa Bank,4,2025-03-13 21:22:17.364484,2025-03-13
agadir,Attijariwafa Bank,5,2023-03-14 21:22:17.364484,2023-03-14
agadir,Attijariwafa Bank,1,2024-06-16 21:22:17.364484,2024-06-16
agadir,Attijariwafa Bank,1,2020-03-14 21:22:17.364484,2020-03-14
agadir,Attijariwafa Bank,1,2023-03-14 21:22:17.364484,2023-03-14
agadir,Attijariwafa Bank,1,2022-03-14 21:22:17.364484,2022-03-14
agadir,Attijariwafa Bank,1,2023-03-14 21:22:17.364484,2023-03-14
agadir,Attijariwafa Bank,4,2025-03-13 21:22:17.364484,2025-03-13
agadir,Attijariwafa Bank,1,2025-03-13 21:22:17.364484,2025-03-13
agadir,Attijariwafa Bank,1,2025-03-13 21:22:17.364484,2025-03-13
agadir,Attijariwafa Bank,5,2020-03-14 21:22:17.364484,2020-03-14
agadir,Attijariwafa Bank,1,2020-03-14 21:22:17.364484,2020-03-14
agadir,Al Barid Bank,1,2024-09-14 21:22:17.364484,2024-09-14
agadir,Al Barid Bank,1,2025-03-13 21:22:17.364484,2025-03-13
agadir,Al Barid Bank,1,2021-03-14 21:22:17.364484,2021-03-14
agadir,Al Barid Bank,2,2018-03-15 21:22:17.364484,2018-03-15
agadir,Al Barid Bank,5,2024-05-17 21:22:17.364484,2024-05-17
agadir,Al Barid Bank,1,2022-03-14 21:22:17.364484,2022-03-14
agadir,Al Barid Bank,1,2021-03-14 21:22:17.364484,2021-03-14
agadir,Al Barid Bank,2,2019-03-15 21:22:17.364484,2019-03-15
agadir,Al Barid Bank,3,2025-03-13 21:22:17.364484,2025-03-13
agadir,Al Barid Bank,1,2023-03-14 21:22:17.364484,2023-03-14
agadir,Bank of Africa,1,2024-10-14 21:22:17.364484,2024-10-14
agadir,Bank of Africa,3,2025-03-13 21:22:17.364484,2025-03-13
agadir,Attijariwafa Bank,1,2025-03-13 21:22:17.364484,2025-03-13
agadir,Attijariwafa Bank,1,2024-04-17 21:22:17.364484,2024-04-17
agadir,Attijariwafa Bank,1,2024-05-17 21:22:17.365484,2024-05-17
agadir,Société Générale,3,2025-03-13 21:22:17.365484,2025-03-13
agadir,Société Générale,1,2024-09-14 21:22:17.365484,2024-09-14
agadir,Société Générale,5,2025-03-13 21:22:17.365484,2025-03-13
agadir,Société Générale,5,2019-03-15 21:22:17.365484,2019-03-15
agadir,Société Générale,5,2018-03-15 21:22:17.365484,2018-03-15
agadir,Société Générale,1,2019-03-15 21:22:17.365484,2019-03-15
agadir,Société Générale,1,2023-03-14 21:22:17.365484,2023-03-14
agadir,Société Générale,1,2023-03-14 21:22:17.365484,2023-03-14
agadir,Société Générale,5,2017-03-15 21:22:17.365484,2017-03-15
agadir,Société Générale,1,2025-03-13 21:22:17.365484,2025-03-13
agadir,Société Générale,1,2022-03-14 21:22:17.365484,2022-03-14
agadir,Société Générale,1,2025-03-13 21:22:17.365484,2025-03-13
agadir,Bank of Africa,1,2021-03-14 21:22:17.365484,2021-03-14
agadir,Bank of Africa,1,2023-03-14 21:22:17.365484,2023-03-14
agadir,Bank of Africa,1,2022-03-14 21:22:17.365484,2022-03-14
agadir,Bank of Africa,4,2017-03-15 21:22:17.365484,2017-03-15
agadir,Bank of Africa,1,2019-03-15 21:22:17.365484,2019-03-15
agadir,Bank of Africa,1,2021-03-14 21:22:17.365484,2021-03-14
agadir,Bank of Africa,5,2023-03-14 21:22:17.365484,2023-03-14
agadir,Bank of Africa,1,2019-03-15 21:22:17.365484,2019-03-15
agadir,Bank of Africa,1,2021-03-14 21:22:17.365484,2021-03-14
agadir,Bank of Africa,4,2020-03-14 21:22:17.365484,2020-03-14
agadir,Bank of Africa,1,2025-03-13 21:22:17.365484,2025-03-13
agadir,Bank of Africa,2,2017-03-15 21:22:17.365484,2017-03-15
agadir,Bank of Africa,3,2015-03-16 21:22:17.365484,2015-03-16
agadir,Other,1,2025-02-27 21:22:17.365484,2025-02-27
agadir,Other,5,2025-01-12 21:22:17.365484,2025-01-12
agadir,Other,5,2025-03-13 21:22:17.365484,2025-03-13
agadir,Other,5,2025-01-12 21:22:17.365484,2025-01-12
agadir,Other,5,2025-03-13 21:22:17.365484,2025-03-13
agadir,Other,5,2025-01-12 21:22:17.365484,2025-01-12
agadir,Other,1,2024-07-16 21:22:17.365484,2024-07-16
agadir,Other,5,2025-03-13 21:22:17.365484,2025-03-13
agadir,Other,1,2025-03-13 21:22:17.365484,2025-03-13
agadir,Other,1,2022-03-14 21:22:17.365484,2022-03-14
agadir,Other,1,2024-10-14 21:22:17.365484,2024-10-14
agadir,Other,1,2022-03-14 21:22:17.365484,2022-03-14
agadir,Other,1,2025-03-13 21:22:17.365484,2025-03-13
agadir,Other,1,2025-03-13 21:22:17.365484,2025-03-13
agadir,Other,1,2025-03-13 21:22:17.365484,2025-03-13
agadir,Other,5,2025-03-13 21:22:17.365484,2025-03-13
agadir,Other,1,2020-03-14 21:22:17.365484,2020-03-14
agadir,Other,1,2022-03-14 21:22:17.365484,2022-03-14
agadir,Other,1,2025-03-13 21:22:17.365484,2025-03-13
agadir,Other,1,2024-06-16 21:22:17.365484,2024-06-16
agadir,Other,1,2022-03-14 21:22:17.365484,2022-03-14
agadir,Other,1,2020-03-14 21:22:17.365484,2020-03-14
agadir,Other,5,2018-03-15 21:22:17.365484,2018-03-15
agadir,Other,1,2025-03-13 21:22:17.365484,2025-03-13
agadir,Other,1,2025-03-13 21:22:17.365484,2025-03-13
agadir,Other,4,2024-11-13 21:22:17.365484,2024-11-13
agadir,Other,5,2025-01-12 21:22:17.365484,2025-01-12
agadir,Other,5,2025-03-13 21:22:17.365484,2025-03-13
agadir,Other,3,2020-03-14 21:22:17.365484,2020-03-14
agadir,Other,1,2025-03-13 21:22:17.365484,2025-03-13
agadir,Other,1,2023-03-14 21:22:17.365484,2023-03-14
agadir,Other,1,2025-03-13 21:22:17.365484,2025-03-13
agadir,Other,2,2021-03-14 21:22:17.365484,2021-03-14
agadir,Other,1,2021-03-14 21:22:17.365484,2021-03-14
agadir,Other,1,2022-03-14 21:22:17.365484,2022-03-14
agadir,Other,2,2020-03-14 21:22:17.365484,2020-03-14
agadir,Other,1,2022-03-14 21:22:17.365484,2022-03-14
agadir,Other,1,2022-03-14 21:22:17.365484,2022-03-14
agadir,Other,1,2025-03-13 21:22:17.365484,2025-03-13
agadir,Other,1,2025-03-13 21:22:17.365484,2025-03-13
agadir,Other,1,2018-03-15 21:22:17.365484,2018-03-15
agadir,Other,1,2022-03-14 21:22:17.365484,2022-03-14
agadir,Other,5,2018-03-15 21:22:17.365484,2018-03-15
agadir,Other,1,2023-03-14 21:22:17.365484,2023-03-14
agadir,Other,1,2022-03-14 21:22:17.365484,2022-03-14
agadir,Other,4,2017-03-15 21:22:17.365484,2017-03-15
agadir,Other,5,2019-03-15 21:22:17.365484,2019-03-15
agadir,Bank of Africa,5,2025-03-13 21:22:17.366484,2025-03-13
agadir,Bank of Africa,5,2022-03-14 21:22:17.366484,2022-03-14
agadir,Bank of Africa,3,2022-03-14 21:22:17.366484,2022-03-14
agadir,Bank of Africa,1,2018-03-15 21:22:17.366484,2018-03-15
agadir,Bank of Africa,1,2021-03-14 21:22:17.366484,2021-03-14
agadir,Bank of Africa,1,2025-03-13 21:22:17.366484,2025-03-13
agadir,Bank of Africa,5,2024-11-13 21:22:17.366484,2024-11-13
agadir,Bank of Africa,3,2023-03-14 21:22:17.366484,2023-03-14
agadir,Bank of Africa,1,2023-03-14 21:22:17.366484,2023-03-14
agadir,Bank of Africa,1,2025-03-13 21:22:17.366484,2025-03-13
agadir,Crédit Agricole,1,2024-05-17 21:22:17.366484,2024-05-17
agadir,Crédit Agricole,1,2023-03-14 21:22:17.366484,2023-03-14
agadir,Crédit Agricole,1,2025-03-13 21:22:17.366484,2025-03-13
agadir,Crédit Agricole,1,2025-03-13 21:22:17.366484,2025-03-13
agadir,Attijariwafa Bank,1,2025-03-13 21:22:17.366484,2025-03-13
agadir,Attijariwafa Bank,1,2024-04-17 21:22:17.366484,2024-04-17
agadir,Attijariwafa Bank,1,2024-04-17 21:22:17.366484,2024-04-17
agadir,Attijariwafa Bank,3,2023-03-14 21:22:17.366484,2023-03-14
agadir,Attijariwafa Bank,1,2025-01-12 21:22:17.366484,2025-01-12
agadir,Attijariwafa Bank,3,2021-03-14 21:22:17.366484,2021-03-14
agadir,Attijariwafa Bank,2,2020-03-14 21:22:17.366484,2020-03-14
agadir,Attijariwafa Bank,1,2020-03-14 21:22:17.366484,2020-03-14
agadir,Attijariwafa Bank,5,2020-03-14 21:22:17.366484,2020-03-14
agadir,Attijariwafa Bank,1,2022-03-14 21:22:17.366484,2022-03-14
agadir,Attijariwafa Bank,1,2024-04-17 21:22:17.366484,2024-04-17
agadir,Attijariwafa Bank,1,2025-03-13 21:22:17.366484,2025-03-13
agadir,Attijariwafa Bank,1,2023-03-14 21:22:17.366484,2023-03-14
agadir,Attijariwafa Bank,5,2025-02-20 21:22:17.366484,2025-02-20
agadir,Attijariwafa Bank,1,2025-03-13 21:22:17.366484,2025-03-13
agadir,Attijariwafa Bank,1,2022-03-14 21:22:17.366484,2022-03-14
agadir,Attijariwafa Bank,1,2022-03-14 21:22:17.366484,2022-03-14
agadir,Attijariwafa Bank,1,2022-03-14 21:22:17.366484,2022-03-14
agadir,Attijariwafa Bank,1,2021-03-14 21:22:17.366484,2021-03-14
agadir,Attijariwafa Bank,1,2021-03-14 21:22:17.366484,2021-03-14
agadir,Attijariwafa Bank,1,2023-03-14 21:22:17.366484,2023-03-14
agadir,Attijariwafa Bank,5,2021-03-14 21:22:17.366484,2021-03-14
agadir,Attijariwafa Bank,3,2017-03-15 21:22:17.366484,2017-03-15
agadir,Attijariwafa Bank,5,2025-03-13 21:22:17.366484,2025-03-13
agadir,Attijariwafa Bank,5,2019-03-15 21:22:17.366484,2019-03-15
agadir,Attijariwafa Bank,4,2023-03-14 21:22:17.366484,2023-03-14
agadir,Attijariwafa Bank,2,2017-03-15 21:22:17.366484,2017-03-15
agadir,Attijariwafa Bank,1,2022-03-14 21:22:17.366484,2022-03-14
agadir,Attijariwafa Bank,5,2024-10-14 21:22:17.366484,2024-10-14
agadir,Attijariwafa Bank,2,2025-03-13 21:22:17.366484,2025-03-13
agadir,Attijariwafa Bank,1,2025-03-13 21:22:17.366484,2025-03-13
agadir,Attijariwafa Bank,5,2024-09-14 21:22:17.366484,2024-09-14
agadir,Attijariwafa Bank,1,2024-08-15 21:22:17.366484,2024-08-15
agadir,Attijariwafa Bank,1,2024-08-15 21:22:17.366484,2024-08-15
agadir,Attijariwafa Bank,1,2020-03-14 21:22:17.366484,2020-03-14
agadir,Attijariwafa Bank,1,2022-03-14 21:22:17.366484,2022-03-14
agadir,Attijariwafa Bank,1,2021-03-14 21:22:17.366484,2021-03-14
agadir,Attijariwafa Bank,1,2023-03-14 21:22:17.366484,2023-03-14
agadir,Attijariwafa Bank,1,2022-03-14 21:22:17.366484,2022-03-14
agadir,Attijariwafa Bank,1,2022-03-14 21:22:17.366484,2022-03-14
agadir,Attijariwafa Bank,1,2023-03-14 21:22:17.366484,2023-03-14
agadir,Attijariwafa Bank,1,2022-03-14 21:22:17.366484,2022-03-14
agadir,Attijariwafa Bank,1,2023-03-14 21:22:17.366484,2023-03-14
agadir,Attijariwafa Bank,4,2022-03-14 21:22:17.366484,2022-03-14
agadir,Attijariwafa Bank,5,2023-03-14 21:22:17.366484,2023-03-14
agadir,Attijariwafa Bank,1,2021-03-14 21:22:17.366484,2021-03-14
agadir,Attijariwafa Bank,1,2020-03-14 21:22:17.366484,2020-03-14
agadir,Attijariwafa Bank,1,2023-03-14 21:22:17.366484,2023-03-14
agadir,Attijariwafa Bank,5,2023-03-14 21:22:17.366484,2023-03-14
agadir,Attijariwafa Bank,4,2018-03-15 21:22:17.366484,2018-03-15
agadir,Attijariwafa Bank,1,2023-03-14 21:22:17.366484,2023-03-14
agadir,Attijariwafa Bank,1,2023-03-14 21:22:17.366484,2023-03-14
